"level","from","to","No. of climate zones","Climate zones"
"Class","chloroflexi","flavobacteriia",1,"Am"
"Class","chloroflexi","opitutae",1,"Am"
"Class","chloroflexi","sva0725",1,"Am"
"Class","chloroflexi","tk10",1,"Am"
"Class","chloroflexi","clostridia",1,"Aw"
"Class","chloroflexi","deltaproteobacteria",1,"BWh"
"Class","chloroflexi","planctomycetia",2,"BWh/Cwb"
"Class","chloroflexi","pauc37f",1,"Cfb"
"Class","chloroflexi","tm1",1,"Cfb"
"Class","chloroflexi","fimbriimonadia",1,"Csb"
"Class","chloroflexi","gammaproteobacteria",1,"Csb"
"Class","chloroflexi","rb25",1,"Csb"
"Class","chloroflexi","elusimicrobia",1,"Cwb"
"Class","chloroflexi","zetaproteobacteria",1,"Dfa"
"Class","chloroflexi","chthonomonadetes",1,"Dfb"
"Class","chloroflexi","ellin6529",2,"Dfb/Dfc"
"Class","chloroflexi","pedosphaerae",2,"Dfb/EF"
"Class","chloroflexi","da052",1,"Dfc"
"Class","chloroflexi","fibrobacteria",1,"Dfc"
"Class","chloroflexi","pla4",1,"Dfc"
"Class","chloroflexi","vadinha49",2,"Dfc/EF"
"Class","chloroflexi","chloroplast",1,"Dwb"
"Class","chloroflexi","leptospirae",2,"Dwb/ET"
"Class","chloroflexi","cytophagia",1,"EF"
"Class","chloroflexi","spartobacteria",1,"ET"
"Class","chloroplast","gemmatimonadetes",1,"Af"
"Class","chloroplast","solibacteres",1,"Af"
"Class","chloroplast","phycisphaerae",2,"Aw/BWk"
"Class","chloroplast","ellin6529",1,"BSh"
"Class","chloroplast","gammaproteobacteria",1,"BSh"
"Class","chloroplast","opitutae",1,"BWh"
"Class","chloroplast","pedosphaerae",1,"BWh"
"Class","chloroplast","spartobacteria",2,"BWh/EF"
"Class","chloroplast","chloroplast",1,"BWk"
"Class","chloroplast","saprospirae",1,"BWk"
"Class","chloroplast","sphingobacteriia",2,"BWk/Cwb"
"Class","chloroplast","deltaproteobacteria",2,"BWk/Dfb"
"Class","chloroplast","zetaproteobacteria",2,"Cfa/Csb"
"Class","chloroplast","rb25",1,"Cfb"
"Class","chloroplast","leptospirae",2,"Cfb/EF"
"Class","chloroplast","da052",1,"Csb"
"Class","chloroplast","planctomycetia",1,"Csb"
"Class","chloroplast","om190",2,"Dfb/Dfc"
"Class","chloroplast","tk10",1,"Dwb"
"Class","chloroplast","elusimicrobia",1,"EF"
"Class","chloroplast","nitrospira",1,"EF"
"Class","chloroplast","s085",1,"EF"
"Class","chloroplast","cytophagia",1,"ET"
"Class","chthonomonadetes","sva0725",1,"Af"
"Class","chthonomonadetes","verrucomicrobiae",1,"Af"
"Class","chthonomonadetes","elusimicrobia",1,"BSh"
"Class","chthonomonadetes","thermoleophilia",1,"BSh"
"Class","chthonomonadetes","tk10",2,"BSk/Dfb"
"Class","chthonomonadetes","planctomycetia",1,"Cwb"
"Class","chthonomonadetes","phycisphaerae",1,"Dfa"
"Class","chthonomonadetes","deltaproteobacteria",1,"Dfc"
"Class","chthonomonadetes","gammaproteobacteria",2,"Dfc/ET"
"Class","chthonomonadetes","sphingobacteriia",1,"Dwb"
"Class","chthonomonadetes","solibacteres",1,"EF"
"Class","clostridia","unassigned",1,"Af"
"Class","clostridia","solibacteres",2,"Af/Csb"
"Class","clostridia","saprospirae",1,"BSh"
"Class","clostridia","ellin6529",2,"BSh/EF"
"Class","clostridia","deltaproteobacteria",1,"BSk"
"Class","clostridia","flavobacteriia",2,"BSk/EF"
"Class","clostridia","spartobacteria",1,"Cfa"
"Class","clostridia","clostridia",1,"Cfb"
"Class","clostridia","verrucomicrobiae",2,"Cfb/ET"
"Class","clostridia","rb25",1,"Csb"
"Class","clostridia","tk10",1,"Csb"
"Class","clostridia","sva0725",2,"Csb/Dfb"
"Class","clostridia","pauc37f",1,"Cwb"
"Class","clostridia","pedosphaerae",1,"Cwb"
"Class","clostridia","s085",2,"Cwb/Dwb"
"Class","clostridia","sphingobacteriia",3,"Cwb/EF/ET"
"Class","clostridia","phycisphaerae",1,"Dfc"
"Class","clostridia","fimbriimonadia",1,"Dwb"
"Class","clostridia","gammaproteobacteria",1,"EF"
"Class","clostridia","leptospirae",1,"EF"
"Class","clostridia","opitutae",1,"ET"
"Class","cytophagia","vadinha49",1,"Af"
"Class","cytophagia","da052",1,"Aw"
"Class","cytophagia","sva0725",1,"Aw"
"Class","cytophagia","zetaproteobacteria",1,"Aw"
"Class","cytophagia","rb25",2,"Aw/Dfc"
"Class","cytophagia","s085",1,"BWh"
"Class","cytophagia","verrucomicrobiae",2,"Cfa/Dfa"
"Class","cytophagia","spartobacteria",1,"Csa"
"Class","cytophagia","elusimicrobia",1,"Csb"
"Class","cytophagia","gemmatimonadetes",1,"Csb"
"Class","cytophagia","thermoleophilia",1,"Csb"
"Class","cytophagia","gammaproteobacteria",1,"Dfa"
"Class","cytophagia","deltaproteobacteria",1,"Dfc"
"Class","cytophagia","fimbriimonadia",1,"Dfc"
"Class","cytophagia","phycisphaerae",1,"Dfc"
"Class","cytophagia","leptospirae",2,"Dfc/ET"
"Class","cytophagia","sm2f11",1,"Dwb"
"Class","cytophagia","tk10",1,"Dwb"
"Class","cytophagia","ellin6529",1,"ET"
"Class","da052","gammaproteobacteria",2,"Af/Aw"
"Class","da052","verrucomicrobiae",2,"Am/BSh"
"Class","da052","flavobacteriia",1,"Aw"
"Class","da052","rb25",2,"Aw/EF"
"Class","da052","gemmatimonadetes",1,"BSk"
"Class","da052","ellin6529",1,"Cfb"
"Class","da052","s085",1,"Cfb"
"Class","da052","fimbriimonadia",1,"Csb"
"Class","da052","solibacteres",1,"Dfa"
"Class","da052","methylacidiphilae",1,"Dfb"
"Class","da052","spartobacteria",1,"Dfb"
"Class","da052","sphingobacteriia",1,"Dwb"
"Class","da052","vadinha49",1,"Dwb"
"Class","da052","fibrobacteria",1,"Dwc"
"Class","da052","elusimicrobia",1,"ET"
"Class","deltaproteobacteria","flavobacteriia",1,"Am"
"Class","deltaproteobacteria","nitrospira",2,"Am/BSh"
"Class","deltaproteobacteria","gammaproteobacteria",2,"Am/Dfa"
"Class","deltaproteobacteria","unassigned",1,"Aw"
"Class","deltaproteobacteria","sva0725",2,"Aw/BSh"
"Class","deltaproteobacteria","s085",1,"BSh"
"Class","deltaproteobacteria","planctomycetia",2,"BSh/BSk"
"Class","deltaproteobacteria","deltaproteobacteria",2,"BSh/Dfb"
"Class","deltaproteobacteria","tk10",2,"BSk/Dwb"
"Class","deltaproteobacteria","solibacteres",1,"Csa"
"Class","deltaproteobacteria","sphingobacteriia",1,"Cwb"
"Class","deltaproteobacteria","gemmatimonadetes",1,"Dfa"
"Class","deltaproteobacteria","rb25",1,"Dfa"
"Class","deltaproteobacteria","om190",1,"Dfc"
"Class","deltaproteobacteria","saprospirae",1,"Dwc"
"Class","deltaproteobacteria","sm2f11",1,"Dwc"
"Class","deltaproteobacteria","vadinha49",1,"Dwc"
"Class","deltaproteobacteria","phycisphaerae",1,"ET"
"Class","ellin6529","planctomycetia",2,"Af/Cfb"
"Class","ellin6529","flavobacteriia",2,"Af/Dfb"
"Class","ellin6529","pauc37f",1,"Am"
"Class","ellin6529","sm2f11",1,"Am"
"Class","ellin6529","om190",2,"Am/Csa"
"Class","ellin6529","rb25",1,"Aw"
"Class","ellin6529","fimbriimonadia",1,"BSh"
"Class","ellin6529","pedosphaerae",1,"BSk"
"Class","ellin6529","saprospirae",1,"BWh"
"Class","ellin6529","sva0725",1,"BWk"
"Class","ellin6529","elusimicrobia",1,"Cfa"
"Class","ellin6529","tm1",1,"Cfa"
"Class","ellin6529","unassigned",2,"Cfa/Cfb"
"Class","ellin6529","sphingobacteriia",2,"Cwb/Dfb"
"Class","ellin6529","opitutae",1,"Dfb"
"Class","ellin6529","pla4",1,"Dfb"
"Class","ellin6529","spartobacteria",1,"EF"
"Class","ellin6529","thermoleophilia",1,"EF"
"Class","ellin6529","gemmatimonadetes",1,"ET"
"Class","elusimicrobia","fimbriimonadia",1,"Af"
"Class","elusimicrobia","sm2f11",1,"Af"
"Class","elusimicrobia","s085",1,"Am"
"Class","elusimicrobia","flavobacteriia",2,"Am/Dfc"
"Class","elusimicrobia","planctomycetia",3,"Aw/BSh/Dwb"
"Class","elusimicrobia","fibrobacteria",2,"BSk/Dwb"
"Class","elusimicrobia","opitutae",2,"BWh/Dwb"
"Class","elusimicrobia","pedosphaerae",1,"BWk"
"Class","elusimicrobia","om190",1,"Cfb"
"Class","elusimicrobia","tm1",1,"Csb"
"Class","elusimicrobia","gammaproteobacteria",1,"Cwb"
"Class","elusimicrobia","gemmatimonadetes",1,"Cwb"
"Class","elusimicrobia","pauc37f",1,"Cwb"
"Class","elusimicrobia","spartobacteria",1,"Cwb"
"Class","elusimicrobia","sphingobacteriia",3,"Cwb/Dwb/ET"
"Class","elusimicrobia","leptospirae",1,"Dfa"
"Class","elusimicrobia","nitrospira",1,"Dfa"
"Class","elusimicrobia","solibacteres",1,"Dfb"
"Class","elusimicrobia","methylacidiphilae",1,"Dfc"
"Class","elusimicrobia","unassigned",1,"Dwc"
"Class","elusimicrobia","saprospirae",1,"EF"
"Class","elusimicrobia","vadinha49",1,"EF"
"Class","elusimicrobia","tk10",2,"EF/ET"
"Class","elusimicrobia","phycisphaerae",1,"ET"
"Class","fibrobacteria","thermoleophilia",2,"Af/BSk"
"Class","fibrobacteria","gammaproteobacteria",2,"Af/Dwc"
"Class","fibrobacteria","fimbriimonadia",1,"BSk"
"Class","fibrobacteria","tk10",2,"BSk/Csb"
"Class","fibrobacteria","nitrospira",1,"Cfa"
"Class","fibrobacteria","leptospirae",2,"Cfa/Csb"
"Class","fibrobacteria","saprospirae",1,"Cfb"
"Class","fibrobacteria","vadinha49",1,"Csb"
"Class","fibrobacteria","unassigned",1,"Dfa"
"Class","fibrobacteria","phycisphaerae",1,"Dfb"
"Class","fibrobacteria","opitutae",1,"Dfc"
"Class","fibrobacteria","pedosphaerae",1,"Dfc"
"Class","fibrobacteria","s085",1,"Dwb"
"Class","fibrobacteria","verrucomicrobiae",1,"Dwb"
"Class","fibrobacteria","planctomycetia",1,"ET"
"Class","fibrobacteria","solibacteres",1,"ET"
"Class","fimbriimonadia","leptospirae",1,"Af"
"Class","fimbriimonadia","sm2f11",2,"Af/Aw"
"Class","fimbriimonadia","nitrospira",1,"BSh"
"Class","fimbriimonadia","opitutae",1,"BSh"
"Class","fimbriimonadia","spartobacteria",1,"BSk"
"Class","fimbriimonadia","vadinha49",2,"BSk/Cwb"
"Class","fimbriimonadia","gemmatimonadetes",1,"Cfa"
"Class","fimbriimonadia","fimbriimonadia",2,"Cfa/Dfb"
"Class","fimbriimonadia","verrucomicrobiae",1,"Cfb"
"Class","fimbriimonadia","phycisphaerae",2,"Cfb/ET"
"Class","fimbriimonadia","pla4",1,"Csb"
"Class","fimbriimonadia","planctomycetia",3,"Csb/Dfb/Dfc"
"Class","fimbriimonadia","gammaproteobacteria",1,"Cwb"
"Class","fimbriimonadia","saprospirae",1,"Dfa"
"Class","fimbriimonadia","pauc37f",1,"Dfc"
"Class","fimbriimonadia","sphingobacteriia",1,"Dwb"
"Class","fimbriimonadia","thermoleophilia",1,"Dwb"
"Class","fimbriimonadia","tk10",1,"ET"
"Class","fimbriimonadia","unassigned",1,"ET"
"Class","flavobacteriia","saprospirae",1,"Am"
"Class","flavobacteriia","pauc37f",2,"Aw/Cfa"
"Class","flavobacteriia","om190",2,"Aw/Csb"
"Class","flavobacteriia","tk10",1,"BSh"
"Class","flavobacteriia","vadinha49",1,"BSh"
"Class","flavobacteriia","rb25",1,"Cfa"
"Class","flavobacteriia","sphingobacteriia",2,"Csa/Dfa"
"Class","flavobacteriia","leptospirae",1,"Dfc"
"Class","flavobacteriia","phycisphaerae",2,"Dfc/Dwb"
"Class","flavobacteriia","gemmatimonadetes",1,"Dwb"
"Class","flavobacteriia","planctomycetia",1,"ET"
"Class","flavobacteriia","s085",1,"ET"
"Class","gammaproteobacteria","rb25",1,"Af"
"Class","gammaproteobacteria","tm1",1,"Af"
"Class","gammaproteobacteria","sva0725",2,"Af/Aw"
"Class","gammaproteobacteria","pla4",2,"Aw/Dfc"
"Class","gammaproteobacteria","opitutae",2,"BSh/BWh"
"Class","gammaproteobacteria","s085",2,"BWh/Cwb"
"Class","gammaproteobacteria","saprospirae",1,"Csb"
"Class","gammaproteobacteria","planctomycetia",1,"Cwb"
"Class","gammaproteobacteria","pauc37f",1,"Dfa"
"Class","gammaproteobacteria","sphingobacteriia",1,"Dfa"
"Class","gammaproteobacteria","verrucomicrobiae",1,"Dfb"
"Class","gammaproteobacteria","sm2f11",2,"Dfb/Dfc"
"Class","gammaproteobacteria","thermoleophilia",1,"Dwb"
"Class","gammaproteobacteria","vadinha49",1,"Dwb"
"Class","gammaproteobacteria","gemmatimonadetes",1,"Dwc"
"Class","gemmatimonadetes","sm2f11",2,"Af/Aw"
"Class","gemmatimonadetes","gemmatimonadetes",2,"Af/Dfa"
"Class","gemmatimonadetes","leptospirae",1,"Am"
"Class","gemmatimonadetes","om190",1,"Am"
"Class","gemmatimonadetes","solibacteres",2,"Aw/Dwc"
"Class","gemmatimonadetes","planctomycetia",2,"BSk/Cfb"
"Class","gemmatimonadetes","phycisphaerae",1,"Cfb"
"Class","gemmatimonadetes","sva0725",1,"Cwb"
"Class","gemmatimonadetes","rb25",2,"Dfa/Dfc"
"Class","gemmatimonadetes","saprospirae",2,"Dfa/Dwc"
"Class","gemmatimonadetes","spartobacteria",1,"Dfb"
"Class","gemmatimonadetes","pla4",2,"Dfc/Dwc"
"Class","gemmatimonadetes","verrucomicrobiae",2,"Dfc/ET"
"Class","gemmatimonadetes","thermoleophilia",1,"Dwb"
"Class","gemmatimonadetes","pedosphaerae",1,"Dwc"
"Class","gemmatimonadetes","tm1",2,"Dwc/ET"
"Class","gemmatimonadetes","nitrospira",1,"ET"
"Class","gemmatimonadetes","vadinha49",1,"ET"
"Class","leptospirae","pedosphaerae",1,"Af"
"Class","leptospirae","vadinha49",1,"Af"
"Class","leptospirae","om190",1,"Aw"
"Class","leptospirae","rb25",1,"Cfb"
"Class","leptospirae","methylacidiphilae",2,"Cfb/ET"
"Class","leptospirae","saprospirae",2,"Csb/Dwc"
"Class","leptospirae","thermoleophilia",1,"Dwb"
"Class","leptospirae","phycisphaerae",2,"Dwb/Dwc"
"Class","leptospirae","planctomycetia",1,"Dwc"
"Class","leptospirae","unassigned",1,"Dwc"
"Class","leptospirae","solibacteres",1,"ET"
"Class","leptospirae","spartobacteria",1,"ET"
"Class","methylacidiphilae","sphingobacteriia",1,"Af"
"Class","methylacidiphilae","opitutae",1,"Aw"
"Class","methylacidiphilae","solibacteres",2,"Aw/Dwc"
"Class","methylacidiphilae","tk10",2,"Cfa/Dfa"
"Class","methylacidiphilae","planctomycetia",1,"Cfb"
"Class","methylacidiphilae","rb25",1,"Cfb"
"Class","methylacidiphilae","s085",1,"Cfb"
"Class","methylacidiphilae","nitrospira",1,"Dfa"
"Class","methylacidiphilae","phycisphaerae",1,"Dfb"
"Class","methylacidiphilae","om190",1,"Dwb"
"Class","methylacidiphilae","spartobacteria",1,"Dwb"
"Class","methylacidiphilae","saprospirae",1,"Dwc"
"Class","methylacidiphilae","sm2f11",1,"Dwc"
"Class","methylacidiphilae","thermoleophilia",1,"ET"
"Class","nitrospira","sm2f11",1,"Af"
"Class","nitrospira","pla4",1,"Aw"
"Class","nitrospira","tk10",1,"BWh"
"Class","nitrospira","planctomycetia",2,"BWh/Dfb"
"Class","nitrospira","solibacteres",2,"BWh/Dwc"
"Class","nitrospira","rb25",1,"Cfb"
"Class","nitrospira","sphingobacteriia",1,"Cfb"
"Class","nitrospira","tm1",2,"Csb/Dwc"
"Class","nitrospira","om190",1,"Cwb"
"Class","nitrospira","sva0725",1,"Cwb"
"Class","nitrospira","opitutae",1,"EF"
"Class","nitrospira","saprospirae",1,"EF"
"Class","nitrospira","verrucomicrobiae",1,"EF"
"Class","nitrospira","vadinha49",1,"ET"
"Class","om190","pedosphaerae",1,"Af"
"Class","om190","saprospirae",1,"Af"
"Class","om190","verrucomicrobiae",2,"Af/Dwb"
"Class","om190","tk10",2,"Cfa/ET"
"Class","om190","sm2f11",1,"Cfb"
"Class","om190","sphingobacteriia",1,"Cwb"
"Class","om190","pla4",1,"Dfa"
"Class","om190","planctomycetia",1,"Dfb"
"Class","om190","om190",1,"Dfc"
"Class","om190","rb25",1,"Dfc"
"Class","om190","spartobacteria",1,"Dwb"
"Class","om190","thermoleophilia",1,"Dwb"
"Class","om190","opitutae",2,"Dwb/ET"
"Class","opitutae","thermoleophilia",1,"Aw"
"Class","opitutae","s085",1,"BSh"
"Class","opitutae","spartobacteria",2,"BSh/Cwb"
"Class","opitutae","phycisphaerae",3,"BSk/BWh/BWk"
"Class","opitutae","opitutae",3,"Cfa/Csb/Dfc"
"Class","opitutae","saprospirae",1,"Csa"
"Class","opitutae","verrucomicrobiae",2,"Csa/EF"
"Class","opitutae","zetaproteobacteria",1,"Csb"
"Class","opitutae","pauc37f",1,"Dfb"
"Class","opitutae","pla4",1,"Dwb"
"Class","opitutae","rb25",1,"Dwc"
"Class","opitutae","sva0725",1,"Dwc"
"Class","opitutae","planctomycetia",1,"EF"
"Class","opitutae","sm2f11",1,"ET"
"Class","pauc37f","pla4",2,"Af/Aw"
"Class","pauc37f","thermoleophilia",2,"Af/EF"
"Class","pauc37f","s085",2,"Cfa/Cfb"
"Class","pauc37f","sphingobacteriia",2,"Cfa/EF"
"Class","pauc37f","spartobacteria",2,"Cfb/Dfa"
"Class","pauc37f","tm1",1,"Csb"
"Class","pauc37f","pauc37f",1,"Dfc"
"Class","pauc37f","tk10",2,"Dwc/EF"
"Class","pauc37f","verrucomicrobiae",1,"ET"
"Class","pedosphaerae","planctomycetia",1,"BSk"
"Class","pedosphaerae","s085",2,"BSk/BWh"
"Class","pedosphaerae","spartobacteria",2,"BWk/Cwb"
"Class","pedosphaerae","unassigned",1,"Csb"
"Class","pedosphaerae","sm2f11",2,"Dfa/Dfc"
"Class","pedosphaerae","pedosphaerae",1,"Dwc"
"Class","pedosphaerae","pla4",1,"Dwc"
"Class","pedosphaerae","sva0725",1,"ET"
"Class","pedosphaerae","tm1",1,"ET"
"Class","pedosphaerae","verrucomicrobiae",1,"ET"
"Class","phycisphaerae","verrucomicrobiae",1,"Af"
"Class","phycisphaerae","sva0725",3,"Am/BWh/ET"
"Class","phycisphaerae","solibacteres",1,"Aw"
"Class","phycisphaerae","zetaproteobacteria",1,"BSh"
"Class","phycisphaerae","spartobacteria",1,"Dfb"
"Class","phycisphaerae","planctomycetia",2,"Dfb/Dfc"
"Class","phycisphaerae","pla4",1,"Dwc"
"Class","phycisphaerae","rb25",1,"ET"
"Class","phycisphaerae","tk10",1,"ET"
"Class","pla4","sm2f11",2,"Af/Cfa"
"Class","pla4","rb25",1,"Am"
"Class","pla4","saprospirae",1,"Am"
"Class","pla4","unassigned",1,"Am"
"Class","pla4","sphingobacteriia",1,"BSh"
"Class","pla4","planctomycetia",2,"BSh/Dwc"
"Class","pla4","spartobacteria",1,"Csb"
"Class","pla4","thermoleophilia",1,"Csb"
"Class","pla4","verrucomicrobiae",2,"Csb/Dwb"
"Class","pla4","vadinha49",2,"Dfa/Dwb"
"Class","pla4","solibacteres",1,"Dwb"
"Class","planctomycetia","saprospirae",1,"Af"
"Class","planctomycetia","s085",1,"Am"
"Class","planctomycetia","tm1",2,"Am/ET"
"Class","planctomycetia","thermoleophilia",1,"BSk"
"Class","planctomycetia","vadinha49",2,"BWh/BWk"
"Class","planctomycetia","verrucomicrobiae",2,"Cfa/Dwb"
"Class","planctomycetia","rb25",1,"Cfb"
"Class","planctomycetia","spartobacteria",1,"Cfb"
"Class","planctomycetia","planctomycetia",3,"Cfb/Dfb/Dfc"
"Class","planctomycetia","sva0725",2,"Dwb/ET"
"Class","planctomycetia","sm2f11",1,"Dwc"
"Class","planctomycetia","unassigned",1,"ET"
"Class","rb25","rb25",1,"Am"
"Class","rb25","verrucomicrobiae",2,"Aw/Dfc"
"Class","rb25","s085",2,"Dfa/Dfb"
"Class","rb25","saprospirae",1,"ET"
"Class","s085","sva0725",1,"Am"
"Class","s085","verrucomicrobiae",1,"Am"
"Class","s085","vadinha49",2,"Am/Dwb"
"Class","s085","sphingobacteriia",1,"BSh"
"Class","s085","zetaproteobacteria",1,"Cfb"
"Class","s085","solibacteres",2,"EF/ET"
"Class","saprospirae","sva0725",1,"Af"
"Class","saprospirae","solibacteres",1,"Dfa"
"Class","saprospirae","zetaproteobacteria",1,"Dfb"
"Class","saprospirae","tm1",1,"Dfc"
"Class","saprospirae","unassigned",1,"Dfc"
"Class","saprospirae","saprospirae",1,"Dwc"
"Class","saprospirae","sphingobacteriia",1,"Dwc"
"Class","saprospirae","vadinha49",1,"EF"
"Class","sm2f11","solibacteres",1,"Am"
"Class","sm2f11","verrucomicrobiae",1,"Am"
"Class","sm2f11","tm1",1,"BSk"
"Class","sm2f11","zetaproteobacteria",1,"Csb"
"Class","sm2f11","sphingobacteriia",2,"Csb/Dwb"
"Class","sm2f11","spartobacteria",1,"Dfb"
"Class","sm2f11","thermoleophilia",2,"Dfb/ET"
"Class","sm2f11","tk10",1,"Dwb"
"Class","solibacteres","tm1",1,"Aw"
"Class","solibacteres","solibacteres",1,"Dfa"
"Class","solibacteres","verrucomicrobiae",1,"Dfb"
"Class","solibacteres","sphingobacteriia",1,"EF"
"Class","solibacteres","thermoleophilia",1,"EF"
"Class","solibacteres","tk10",1,"EF"
"Class","spartobacteria","vadinha49",2,"Aw/BSk"
"Class","spartobacteria","tk10",2,"Aw/Cwb"
"Class","spartobacteria","sphingobacteriia",1,"BSh"
"Class","spartobacteria","unassigned",3,"BWh/Cfb/Cwb"
"Class","spartobacteria","sva0725",2,"Cfb/ET"
"Class","spartobacteria","zetaproteobacteria",1,"Csb"
"Class","spartobacteria","thermoleophilia",1,"Cwb"
"Class","spartobacteria","tm1",1,"Dfc"
"Class","sphingobacteriia","unassigned",2,"Af/EF"
"Class","sphingobacteriia","thermoleophilia",1,"Am"
"Class","sphingobacteriia","sva0725",2,"BWh/Dfb"
"Class","sphingobacteriia","zetaproteobacteria",1,"Cfa"
"Class","sphingobacteriia","tk10",1,"Csa"
"Class","sphingobacteriia","vadinha49",1,"ET"
"Class","sva0725","zetaproteobacteria",1,"Af"
"Class","sva0725","verrucomicrobiae",2,"BSk/Csb"
"Class","sva0725","tm1",1,"Cfb"
"Class","sva0725","thermoleophilia",1,"Dfb"
"Class","sva0725","vadinha49",1,"Dfb"
"Class","thermoleophilia","tm1",2,"Aw/Cfb"
"Class","thermoleophilia","verrucomicrobiae",2,"BWk/Csb"
"Class","thermoleophilia","tk10",1,"Cfa"
"Class","thermoleophilia","unassigned",1,"Csa"
"Class","thermoleophilia","thermoleophilia",1,"Dwc"
"Class","tk10","tm1",1,"Aw"
"Class","tk10","verrucomicrobiae",2,"BWk/Dwb"
"Class","tk10","vadinha49",1,"Csb"
"Class","tk10","unassigned",1,"Dfb"
"Class","tk10","tk10",1,"Dwb"
"Class","tk10","zetaproteobacteria",1,"ET"
"Class","tm1","unassigned",1,"Dfa"
"Class","unassigned","verrucomicrobiae",1,"Aw"
"Class","unassigned","zetaproteobacteria",1,"BSh"
"Class","vadinha49","verrucomicrobiae",1,"EF"
"Order","1","b97",1,"Af"
"Order","1","chthonomonadales",1,"Af"
"Order","1","pla1",1,"Af"
"Order","1","rhodospirillales",1,"Af"
"Order","1","gemmatales",2,"Af/BSh"
"Order","1","pedosphaerales",2,"Af/Cfb"
"Order","1","caulobacterales",2,"Af/Cwb"
"Order","1","miz46",2,"Af/Cwb"
"Order","1","n1423wl",2,"Af/Dfa"
"Order","1","roseiflexales",2,"Af/Dfa"
"Order","1","opitutales",2,"Af/Dwb"
"Order","1","107",1,"Am"
"Order","1","ellin6513",2,"Am/Dwc"
"Order","1","a21b",1,"Aw"
"Order","1","agg27",1,"Aw"
"Order","1","cytophagales",1,"Aw"
"Order","1","pirellulales",2,"Aw/EF"
"Order","1","acidobacteriales",1,"BSh"
"Order","1","sediment",1,"BSh"
"Order","1","rhodobacterales",2,"BSh/BSk"
"Order","1","11",2,"BSh/Csb"
"Order","1","fimbriimonadales",1,"BSk"
"Order","1","gemmatimonadales",2,"BSk/Dwb"
"Order","1","leptospirales",2,"BSk/ET"
"Order","1","18",2,"Cfa/Dfc"
"Order","1","envops12",1,"Cfb"
"Order","1","pseudomonadales",1,"Csb"
"Order","1","iib",1,"Cwb"
"Order","1","1",1,"Dfa"
"Order","1","100",1,"Dfa"
"Order","1","ellin5290",1,"Dfa"
"Order","1","ld1",1,"Dfa"
"Order","1","ellin329",2,"Dfa/Dwb"
"Order","1","actinomycetales",1,"Dfb"
"Order","1","chthoniobacterales",1,"Dfb"
"Order","1","84",1,"Dfc"
"Order","1","gaiellales",1,"Dwb"
"Order","1","3",2,"Dwb/Dwc"
"Order","1","15",1,"EF"
"Order","100","acidobacteriales",1,"Am"
